CustomerID,State,Location Code,Education,Gender,Coverage,EmploymentStatus,Income,Marital Status,Monthly Premium Auto,Number of Open Complaints,Number of Policies,Renew Offer Type,Vehicle Class,Customer Lifetime Value,Vehicle Size,Policy,Policy Type,Sales Channel,Total Claim Amount,Months Since Last Claim,Months Since Policy Inception,Response
YZ19736,Arizona,Suburban,College,M,Basic,Employed,46900,Married,66,0,1,Offer2,Four-Door Car,2580.849899,Medsize,Personal L2,Personal Auto,Web,316.8,13,59,Yes
JZ69749,Washington,Suburban,High School or Below,F,Extended,Unemployed,0,Single,92,0,6,Offer3,Four-Door Car,6481.382268,Medsize,Personal L2,Personal Auto,Agent,441.6,1,17,No
BJ22117,Washington,Urban,Master,M,Basic,Employed,53390,Married,64,0,5,Offer3,Four-Door Car,5133.414764,Medsize,Personal L2,Personal Auto,Branch,278.999409,13,41,No
UQ60825,California,Urban,College,F,Basic,Employed,99185,Married,115,0,3,Offer2,SUV,9369.639891,Medsize,Corporate L3,Corporate Auto,Call Center,449.428182,8,19,No
ZZ89380,Oregon,Rural,Bachelor,F,Extended,Employed,62815,Married,80,0,1,Offer2,Two-Door Car,3196.578455,Large,Special L1,Special Auto,Call Center,47.061469,14,84,No
LU87443,Oregon,Suburban,College,F,Basic,Employed,26277,Single,61,0,4,Offer3,Four-Door Car,4720.608872,Medsize,Personal L2,Personal Auto,Branch,292.8,17,30,No
DG33206,Washington,Urban,Doctor,F,Premium,Employed,41854,Married,110,0,8,Offer1,Four-Door Car,8861.900439,Medsize,Personal L3,Personal Auto,Agent,481.269644,17,44,No
AB98823,Arizona,Suburban,College,M,Extended,Unemployed,0,Married,86,0,8,Offer2,Two-Door Car,6032.737631,Medsize,Personal L3,Personal Auto,Web,412.8,4,56,No
MS34991,Arizona,Suburban,High School or Below,M,Extended,Employed,66627,Married,85,0,8,Offer2,Four-Door Car,6832.36853,Medsize,Personal L1,Personal Auto,Branch,733.21126,32,55,No
EE53627,Oregon,Urban,High School or Below,M,Basic,Disabled,12131,Single,64,1,1,Offer3,Four-Door Car,2242.090803,Medsize,Personal L2,Personal Auto,Call Center,251.44949,32,60,No
XY39691,Arizona,Suburban,High School or Below,F,Basic,Unemployed,0,Married,110,0,1,Offer1,SUV,4157.698118,Medsize,Personal L2,Personal Auto,Web,528,4,61,No
ZU96776,California,Suburban,Bachelor,M,Extended,Unemployed,0,Single,90,0,5,Offer1,Two-Door Car,6189.122455,Large,Personal L1,Personal Auto,Call Center,648,4,18,No
FF84784,California,Suburban,College,M,Basic,Employed,33317,Married,72,1,3,Offer1,Two-Door Car,5643.724704,Medsize,Personal L2,Personal Auto,Agent,345.6,18,31,No
QT90140,Arizona,Urban,Doctor,F,Basic,Employed,68931,Married,66,0,7,Offer2,Four-Door Car,5332.462694,Medsize,Personal L2,Personal Auto,Branch,309.577946,32,30,Yes
TO71844,Oregon,Suburban,College,M,Basic,Unemployed,0,Single,67,1,1,Offer4,Four-Door Car,2121.313061,Large,Personal L2,Personal Auto,Branch,321.6,6,60,No
HV69023,California,Suburban,High School or Below,F,Basic,Medical Leave,19189,Married,108,0,3,Offer2,SUV,8281.740124,Large,Personal L2,Personal Auto,Web,518.4,21,9,No
RE32481,California,Urban,Master,F,Basic,Employed,49390,Married,195,0,1,Offer4,Luxury Car,7835.929299,Medsize,Personal L1,Personal Auto,Call Center,738.05105,31,15,No
CA79988,Oregon,Rural,College,M,Basic,Employed,33124,Single,67,0,1,Offer1,Four-Door Car,2552.913868,Large,Personal L1,Personal Auto,Call Center,80.119997,35,7,No
DO48071,California,Rural,College,F,Basic,Employed,40516,Married,70,0,1,Offer2,Two-Door Car,2795.410029,Small,Personal L3,Personal Auto,Web,137.168874,21,31,No
MW48891,Washington,Suburban,High School or Below,F,Basic,Unemployed,0,Divorced,112,0,3,Offer1,Sports Car,8007.399376,Medsize,Personal L3,Personal Auto,Web,537.6,12,93,Yes
JC37277,Oregon,Suburban,College,M,Extended,Employed,34615,Married,87,0,7,Offer1,Four-Door Car,6886.324494,Medsize,Personal L2,Personal Auto,Agent,417.6,6,73,No
YU80673,California,Rural,College,F,Basic,Disabled,29894,Married,72,4,3,Offer3,Four-Door Car,5106.781547,Large,Personal L3,Personal Auto,Agent,16.510134,9,69,No
BV69462,Oregon,Suburban,Bachelor,F,Extended,Unemployed,0,Single,79,0,3,Offer1,Two-Door Car,5612.375586,Medsize,Corporate L3,Corporate Auto,Branch,379.2,32,2,No
DW86238,Washington,Suburban,High School or Below,M,Extended,Unemployed,0,Single,84,0,4,Offer3,Four-Door Car,5658.912313,Medsize,Personal L1,Personal Auto,Web,847.490817,32,96,No
BQ51616,Oregon,Rural,High School or Below,F,Basic,Employed,86732,Married,180,0,1,Offer1,Luxury SUV,7263.599744,Medsize,Personal L1,Personal Auto,Call Center,204.373113,0,95,No
XX89213,Nevada,Rural,Master,F,Extended,Employed,68516,Married,216,0,1,Offer2,Luxury SUV,8712.157741,Medsize,Corporate L2,Corporate Auto,Branch,95.693949,17,0,No
JC96695,California,Suburban,Doctor,M,Basic,Employed,31562,Married,115,0,3,Offer1,SUV,9198.685111,Medsize,Personal L2,Personal Auto,Call Center,552,14,6,No
RN55306,Oregon,Suburban,High School or Below,F,Basic,Unemployed,0,Single,74,0,4,Offer1,Four-Door Car,5162.370678,Medsize,Personal L1,Personal Auto,Agent,582.420512,33,92,No
WH36609,Arizona,Suburban,Bachelor,F,Extended,Employed,24477,Married,79,0,3,Offer4,Four-Door Car,6289.946999,Small,Personal L3,Personal Auto,Call Center,379.2,15,32,No
UO43395,Oregon,Suburban,Master,M,Basic,Unemployed,0,Single,100,0,1,Offer1,SUV,3649.708655,Medsize,Personal L3,Personal Auto,Agent,480,31,80,No
DS32060,California,Suburban,College,M,Extended,Employed,20046,Married,87,0,3,Offer3,Two-Door Car,6766.558551,Medsize,Personal L2,Personal Auto,Web,417.6,15,59,No
LK51056,Arizona,Suburban,Bachelor,M,Basic,Employed,78152,Married,114,0,1,Offer4,SUV,4631.011293,Medsize,Corporate L3,Corporate Auto,Branch,547.2,18,35,No
PX71218,Arizona,Suburban,Bachelor,M,Basic,Unemployed,0,Married,65,0,2,Offer4,Four-Door Car,6810.52531,Large,Personal L3,Personal Auto,Branch,733.522405,7,47,No
NS19456,Oregon,Suburban,College,F,Basic,Employed,36067,Married,117,0,3,Offer2,Sports Car,9378.634228,Large,Personal L3,Personal Auto,Branch,561.6,30,78,No
MR60878,Oregon,Rural,Bachelor,F,Basic,Employed,44362,Married,66,0,2,Offer2,Four-Door Car,15762.53198,Small,Corporate L3,Corporate Auto,Call Center,142.113373,15,75,No
MB32944,Nevada,Suburban,Master,M,Basic,Employed,77350,Divorced,66,0,1,Offer4,Four-Door Car,2635.505781,Medsize,Personal L1,Personal Auto,Branch,316.8,11,4,No
FE70473,Oregon,Rural,College,F,Basic,Employed,86641,Married,71,0,6,Offer4,Two-Door Car,5741.72743,Small,Personal L3,Personal Auto,Branch,161.752532,17,79,No
XB64251,Oregon,Rural,College,M,Basic,Employed,72258,Married,105,0,4,Offer1,SUV,8414.942855,Medsize,Personal L2,Personal Auto,Branch,12.497538,8,50,No
WI38796,Oregon,Suburban,Bachelor,M,Basic,Employed,70737,Married,114,0,4,Offer4,SUV,9123.911266,Medsize,Corporate L3,Corporate Auto,Web,741.655597,25,12,No
KS12294,California,Suburban,Bachelor,M,Premium,Unemployed,0,Single,159,0,2,Offer1,SUV,15994.008,Medsize,Personal L3,Personal Auto,Web,1410.16929,19,75,No
US89453,California,Suburban,College,M,Extended,Unemployed,0,Single,125,0,3,Offer1,SUV,9022.08313,Large,Personal L3,Personal Auto,Branch,988.535078,7,99,No
XK39439,California,Suburban,College,M,Extended,Unemployed,0,Single,81,3,3,Offer1,Four-Door Car,4759.664624,Medsize,Personal L3,Personal Auto,Agent,388.8,10,80,No
VJ71087,Arizona,Suburban,Bachelor,M,Basic,Disabled,17672,Divorced,110,0,1,Offer3,SUV,3993.882994,Medsize,Personal L1,Personal Auto,Branch,792,28,16,No
FM54600,Washington,Suburban,High School or Below,F,Premium,Unemployed,0,Single,173,0,2,Offer2,SUV,18853.73945,Medsize,Corporate L2,Corporate Auto,Branch,1245.6,24,21,No
UV43859,Oregon,Suburban,High School or Below,F,Basic,Employed,47297,Married,115,4,4,Offer2,SUV,8840.193762,Medsize,Personal L3,Personal Auto,Web,796.130111,10,46,No
JP28293,California,Rural,Doctor,F,Extended,Employed,57240,Married,83,0,7,Offer2,Four-Door Car,6696.903521,Medsize,Corporate L3,Corporate Auto,Call Center,83.652384,18,79,No
UV48189,California,Suburban,Bachelor,M,Basic,Employed,28181,Married,109,0,3,Offer3,SUV,8476.082867,Medsize,Personal L2,Personal Auto,Call Center,523.2,32,41,No
ZA34848,Arizona,Suburban,Bachelor,F,Basic,Employed,31275,Divorced,66,0,3,Offer2,Two-Door Car,5205.748188,Medsize,Personal L3,Personal Auto,Agent,316.8,26,0,No
FA57012,California,Suburban,College,M,Basic,Unemployed,0,Single,182,0,1,Offer3,Luxury Car,6141.961623,Small,Special L2,Special Auto,Branch,1310.4,24,45,No
GU82757,California,Rural,Bachelor,F,Premium,Employed,63774,Divorced,111,0,1,Offer2,Four-Door Car,4376.363592,Medsize,Corporate L2,Corporate Auto,Agent,60.036683,18,63,Yes
KW12214,Oregon,Suburban,High School or Below,M,Basic,Employed,78441,Married,103,0,2,Offer2,SUV,12375.02163,Medsize,Personal L3,Personal Auto,Branch,613.866905,6,73,No
EG97649,Oregon,Suburban,College,F,Basic,Unemployed,0,Divorced,104,2,1,Offer1,SUV,3451.10244,Small,Personal L1,Personal Auto,Branch,499.2,19,65,No
YB42706,Nevada,Suburban,College,M,Extended,Unemployed,0,Married,76,0,2,Offer3,Two-Door Car,8107.26533,Small,Corporate L1,Corporate Auto,Branch,364.8,0,91,No
WV74449,Washington,Urban,College,F,Basic,Unemployed,0,Married,117,0,4,Offer3,SUV,8662.048958,Medsize,Personal L3,Personal Auto,Call Center,511.422666,0,65,No
AZ77669,Oregon,Urban,High School or Below,M,Basic,Employed,91423,Married,109,1,5,Offer1,SUV,8696.907111,Medsize,Personal L2,Personal Auto,Web,435.796252,3,71,No
FM25704,Oregon,Urban,Bachelor,M,Basic,Employed,86933,Married,63,0,1,Offer3,Two-Door Car,2535.266473,Large,Corporate L3,Corporate Auto,Agent,269.563038,3,64,No
UR34922,California,Urban,Doctor,M,Basic,Employed,65255,Divorced,72,2,3,Offer1,Four-Door Car,5633.741543,Small,Personal L3,Personal Auto,Agent,321.457124,3,65,No
RA17555,Oregon,Urban,High School or Below,M,Basic,Employed,41533,Married,65,0,9,Offer3,Four-Door Car,5176.730072,Medsize,Corporate L2,Corporate Auto,Agent,232.879766,2,46,No
AW71157,California,Rural,College,M,Basic,Employed,50097,Divorced,71,0,5,Offer3,Four-Door Car,5531.723723,Medsize,Personal L1,Personal Auto,Web,17.484679,25,81,No
IN91592,California,Suburban,Bachelor,F,Basic,Employed,73858,Married,72,3,1,Offer4,Four-Door Car,2810.671023,Medsize,Personal L3,Personal Auto,Agent,422.59237,8,59,No
WX37953,Oregon,Suburban,College,F,Basic,Employed,94943,Married,69,0,1,Offer2,Four-Door Car,2780.729047,Medsize,Personal L2,Personal Auto,Web,387.545055,3,22,No
NL85206,California,Rural,College,F,Basic,Employed,72685,Married,68,5,1,Offer4,Four-Door Car,2572.452634,Medsize,Personal L3,Personal Auto,Branch,14.464783,20,97,No
PR23514,California,Rural,College,M,Basic,Employed,60184,Divorced,199,1,1,Offer2,Luxury SUV,7664.219255,Medsize,Personal L3,Personal Auto,Web,161.61574,7,44,No
XZ23352,California,Suburban,High School or Below,F,Basic,Unemployed,0,Single,106,0,1,Offer4,SUV,3839.746159,Small,Corporate L3,Corporate Auto,Call Center,763.2,29,38,No
MX80067,California,Suburban,High School or Below,M,Basic,Employed,74045,Single,64,0,1,Offer3,Four-Door Car,2509.268453,Medsize,Personal L3,Personal Auto,Web,307.2,23,83,No
HR10835,Nevada,Rural,High School or Below,M,Extended,Employed,52564,Married,122,0,2,Offer2,SUV,14566.09246,Medsize,Personal L3,Personal Auto,Branch,42.131925,33,28,No
FR15942,Washington,Suburban,Bachelor,M,Extended,Medical Leave,19098,Married,87,0,1,Offer2,Two-Door Car,3220.775528,Medsize,Personal L2,Personal Auto,Branch,417.6,35,3,No
GX22886,Arizona,Urban,College,M,Extended,Employed,78784,Married,80,0,1,Offer2,Four-Door Car,3199.824902,Medsize,Personal L3,Personal Auto,Agent,239.964694,33,72,No
HQ70429,Washington,Rural,College,F,Basic,Unemployed,0,Single,65,0,2,Offer2,Two-Door Car,16045.10952,Medsize,Personal L3,Personal Auto,Agent,163.046956,10,10,No
YT84266,Oregon,Suburban,College,M,Basic,Employed,29256,Married,63,0,5,Offer4,Four-Door Car,4918.916267,Medsize,Personal L1,Personal Auto,Branch,302.4,33,41,No
GH48715,Arizona,Rural,High School or Below,F,Basic,Employed,77912,Single,71,1,3,Offer3,Four-Door Car,5623.757656,Medsize,Corporate L3,Corporate Auto,Branch,23.89816,2,21,No
BN46866,Oregon,Rural,College,M,Basic,Employed,45345,Married,72,0,3,Offer1,Four-Door Car,5677.465907,Large,Personal L3,Personal Auto,Web,99.039453,28,86,No
CG94611,Oregon,Suburban,College,M,Extended,Medical Leave,25630,Single,86,0,1,Offer4,Two-Door Car,3016.444225,Medsize,Corporate L3,Corporate Auto,Agent,412.8,8,63,No
GK94889,California,Rural,College,M,Basic,Employed,22280,Married,68,0,3,Offer3,Four-Door Car,5279.124682,Large,Personal L3,Personal Auto,Web,169.414572,10,48,No
QN62538,Nevada,Suburban,High School or Below,M,Basic,Unemployed,0,Single,69,0,7,Offer1,Four-Door Car,4803.935174,Small,Corporate L2,Corporate Auto,Call Center,496.8,31,25,No
UQ13133,Nevada,Rural,Master,M,Basic,Employed,61567,Married,65,0,1,Offer4,Four-Door Car,2608.786334,Small,Personal L1,Personal Auto,Branch,39.532978,35,78,No
DI65961,Arizona,Suburban,High School or Below,M,Basic,Employed,34644,Married,66,0,2,Offer4,Four-Door Car,7832.569008,Medsize,Personal L3,Personal Auto,Agent,316.8,7,36,No
WQ85760,California,Suburban,College,M,Basic,Medical Leave,26991,Divorced,119,0,1,Offer3,SUV,4260.33573,Medsize,Corporate L3,Corporate Auto,Branch,856.8,34,65,No
No35621,Arizona,Suburban,Bachelor,M,Basic,Employed,49746,Single,61,0,1,Offer2,Two-Door Car,2369.369299,Small,Personal L2,Personal Auto,Call Center,624.42874,5,88,No
IA11644,California,Suburban,High School or Below,M,Basic,Unemployed,0,Single,72,1,2,Offer3,Two-Door Car,20604.01627,Medsize,Special L3,Special Auto,Branch,723.010515,8,61,No
TV53243,Arizona,Urban,College,F,Basic,Employed,49625,Married,66,0,1,Offer3,Two-Door Car,2652.067994,Medsize,Corporate L1,Corporate Auto,Agent,261.549577,29,9,No
WV53081,Arizona,Rural,College,F,Basic,Employed,49308,Married,65,0,1,Offer3,Four-Door Car,2597.864075,Medsize,Corporate L1,Corporate Auto,Agent,150.235884,7,97,No
LL57541,California,Rural,Master,F,Extended,Employed,63624,Married,95,0,5,Offer1,Four-Door Car,7712.436971,Medsize,Personal L3,Personal Auto,Call Center,175.243467,10,5,No
RP27249,Oregon,Urban,Master,F,Basic,Employed,80358,Married,116,0,1,Offer4,SUV,4698.88415,Large,Personal L3,Personal Auto,Agent,443.637243,19,2,No
OT85112,Washington,Rural,College,M,Extended,Employed,38460,Divorced,88,1,1,Offer1,Four-Door Car,3403.919366,Medsize,Personal L3,Personal Auto,Agent,91.55098,15,1,No
GV47847,California,Suburban,High School or Below,M,Basic,Unemployed,0,Single,64,0,4,Offer4,Two-Door Car,4355.702301,Medsize,Personal L2,Personal Auto,Branch,460.8,22,22,No
BB48165,California,Suburban,Bachelor,F,Basic,Unemployed,0,Single,101,0,2,Offer1,SUV,11095.97445,Medsize,Personal L3,Personal Auto,Agent,727.2,10,48,No
HH80006,Oregon,Suburban,High School or Below,F,Extended,Unemployed,0,Single,92,0,1,Offer1,Four-Door Car,3300.684961,Small,Personal L1,Personal Auto,Web,711.323244,3,9,No
TH70115,California,Urban,College,M,Extended,Employed,34835,Married,89,2,9,Offer1,Two-Door Car,6981.081694,Medsize,Personal L3,Personal Auto,Agent,294.691896,1,45,No
WE64781,Oregon,Urban,Bachelor,F,Extended,Employed,93836,Married,139,0,2,Offer3,Sports Car,16922.12519,Medsize,Corporate L1,Corporate Auto,Web,497.353106,1,19,No
KN27565,Oregon,Rural,Master,M,Basic,Employed,34075,Single,196,0,1,Offer3,Luxury SUV,7639.670244,Small,Special L2,Special Auto,Agent,451.896687,8,87,No
LE85123,Oregon,Urban,Bachelor,M,Basic,Employed,35624,Single,66,2,2,Offer1,Four-Door Car,19237.77089,Medsize,Personal L1,Personal Auto,Call Center,227.44626,6,55,No
QF76244,Oregon,Urban,Doctor,F,Basic,Employed,83218,Married,72,0,1,Offer4,Four-Door Car,2915.649943,Medsize,Personal L3,Personal Auto,Agent,245.103885,6,42,No
PU73561,Arizona,Suburban,Bachelor,F,Basic,Employed,24641,Married,105,0,1,Offer2,SUV,4196.429642,Medsize,Personal L2,Personal Auto,Agent,504,12,82,No
HM38744,Oregon,Suburban,Bachelor,M,Basic,Retired,22828,Married,106,0,2,Offer1,SUV,16473.16905,Medsize,Corporate L3,Corporate Auto,Agent,508.8,11,54,Yes
ST59524,Oregon,Suburban,College,M,Basic,Unemployed,0,Married,71,0,1,Offer3,Four-Door Car,2657.570431,Medsize,Personal L1,Personal Auto,Call Center,340.8,22,25,No
EZ77297,California,Urban,Master,M,Extended,Employed,28729,Single,90,3,1,Offer3,Four-Door Car,3267.709691,Medsize,Personal L3,Personal Auto,Agent,338.744392,26,19,No
DR84843,Arizona,Rural,Bachelor,M,Basic,Employed,72731,Married,65,0,1,Offer2,Four-Door Car,2584.532849,Medsize,Personal L3,Personal Auto,Agent,125.704164,10,7,No
MV54498,California,Rural,College,F,Basic,Employed,59932,Single,71,1,3,Offer1,Four-Door Car,5503.919257,Medsize,Personal L3,Personal Auto,Branch,116.600107,16,77,No
EM85557,Washington,Suburban,College,F,Basic,Employed,54292,Married,67,0,2,Offer1,Four-Door Car,8021.067105,Small,Personal L1,Personal Auto,Agent,321.6,4,26,No
FY73682,California,Suburban,Bachelor,M,Basic,Unemployed,0,Single,194,0,2,Offer1,Luxury SUV,19606.35999,Medsize,Personal L2,Personal Auto,Agent,931.2,0,22,No
XT54610,California,Suburban,Bachelor,F,Basic,Unemployed,0,Single,63,3,1,Offer1,Four-Door Car,1904.000852,Medsize,Personal L1,Personal Auto,Agent,302.4,22,7,No
CE16324,Nevada,Urban,College,F,Extended,Employed,59414,Married,91,0,3,Offer1,Two-Door Car,7288.297591,Medsize,Personal L3,Personal Auto,Call Center,340.32278,23,21,No
KX75698,Oregon,Suburban,High School or Below,M,Extended,Employed,96587,Married,138,0,1,Offer2,SUV,5553.521059,Medsize,Personal L3,Personal Auto,Agent,749.244062,31,99,No
UV82770,California,Suburban,Bachelor,M,Basic,Unemployed,0,Divorced,111,0,2,Offer3,SUV,11702.34819,Medsize,Personal L1,Personal Auto,Call Center,532.8,15,12,No
MX95450,Oregon,Suburban,College,F,Extended,Unemployed,0,Single,133,0,2,Offer1,SUV,36897.79765,Medsize,Personal L3,Personal Auto,Agent,638.4,0,59,No
XF96605,California,Urban,College,M,Basic,Employed,94362,Divorced,74,0,1,Offer1,Two-Door Car,2957.102851,Large,Personal L2,Personal Auto,Agent,195.405949,21,96,No
WQ75856,Oregon,Urban,Bachelor,F,Basic,Employed,84488,Married,61,0,2,Offer1,Four-Door Car,19643.54421,Medsize,Personal L1,Personal Auto,Agent,208.885686,33,71,No
JG35886,California,Urban,College,F,Premium,Employed,65085,Married,103,0,1,Offer2,Four-Door Car,4111.888285,Medsize,Personal L2,Personal Auto,Call Center,480.073548,20,55,No
XY66810,California,Suburban,Bachelor,F,Basic,Unemployed,0,Single,72,0,2,Offer2,Two-Door Car,15122.99194,Medsize,Personal L3,Personal Auto,Agent,518.4,35,86,No
ON50913,California,Suburban,College,F,Basic,Unemployed,0,Married,69,0,2,Offer1,Four-Door Car,12807.09083,Small,Special L2,Special Auto,Agent,450.760925,32,21,No
LS59408,Arizona,Suburban,High School or Below,M,Basic,Unemployed,0,Married,67,0,1,Offer2,Four-Door Car,2500.241685,Small,Personal L3,Personal Auto,Call Center,664.128009,4,44,No
XQ14689,Nevada,Suburban,College,M,Basic,Unemployed,0,Single,62,0,3,Offer1,Four-Door Car,4260.709139,Small,Personal L3,Personal Auto,Agent,446.4,1,73,No
QF55724,California,Suburban,Bachelor,M,Basic,Employed,60798,Married,66,0,1,Offer2,Four-Door Car,2609.533154,Medsize,Personal L3,Personal Auto,Call Center,316.8,21,57,No
FD79560,Arizona,Suburban,High School or Below,F,Basic,Employed,30761,Divorced,69,2,2,Offer1,Two-Door Car,10796.44832,Small,Special L3,Special Auto,Branch,331.2,16,16,No
KM18818,Arizona,Rural,College,F,Basic,Employed,25981,Married,65,0,1,Offer1,Two-Door Car,2590.654042,Large,Personal L3,Personal Auto,Agent,77.54669,33,38,No
XA28126,California,Rural,Bachelor,M,Premium,Employed,67739,Divorced,149,0,2,Offer1,SUV,29199.81072,Medsize,Personal L3,Personal Auto,Agent,270.373444,4,76,No
LJ93770,Arizona,Urban,Doctor,F,Basic,Employed,25581,Married,105,0,1,Offer2,SUV,4194.659772,Medsize,Personal L3,Personal Auto,Branch,429.695284,9,21,No
MK52711,California,Rural,High School or Below,F,Basic,Employed,99759,Married,65,3,2,Offer2,Two-Door Car,10314.52484,Medsize,Personal L2,Personal Auto,Agent,74.463101,12,25,No
AZ68184,Washington,Suburban,High School or Below,M,Basic,Employed,76514,Married,112,0,3,Offer4,SUV,9028.307862,Medsize,Personal L3,Personal Auto,Agent,573.941286,19,0,No
NN52789,Arizona,Suburban,Bachelor,M,Basic,Disabled,18375,Married,103,0,1,Offer1,Sports Car,3954.344534,Large,Personal L2,Personal Auto,Branch,535.080276,8,50,Yes
XC68458,California,Suburban,Bachelor,M,Extended,Medical Leave,21832,Single,84,0,3,Offer1,Four-Door Car,6089.517361,Small,Personal L2,Personal Auto,Web,403.2,29,39,No
AF49027,Arizona,Suburban,College,F,Premium,Unemployed,0,Single,117,0,2,Offer1,Two-Door Car,12827.42831,Medsize,Personal L3,Personal Auto,Agent,842.4,25,43,No
PR22184,California,Suburban,College,F,Basic,Employed,95330,Married,113,0,3,Offer4,Sports Car,9135.291575,Medsize,Corporate L2,Corporate Auto,Branch,542.4,1,1,No
GM98732,California,Suburban,College,F,Basic,Unemployed,0,Married,106,0,9,Offer1,SUV,7902.681227,Small,Personal L2,Personal Auto,Agent,634.396608,21,25,No
NP66209,California,Suburban,College,F,Basic,Unemployed,0,Married,68,2,2,Offer2,Two-Door Car,14827.91055,Medsize,Personal L3,Personal Auto,Call Center,326.4,31,69,No
GA46608,Oregon,Suburban,Bachelor,M,Basic,Employed,25899,Married,63,0,1,Offer3,Four-Door Car,2500.834374,Medsize,Personal L1,Personal Auto,Agent,302.4,20,36,No
FZ79470,Arizona,Suburban,Bachelor,F,Basic,Unemployed,0,Married,74,0,4,Offer3,Four-Door Car,5395.346288,Medsize,Personal L2,Personal Auto,Web,355.2,13,30,No
KR10942,Oregon,Urban,Bachelor,F,Basic,Employed,33201,Married,66,0,1,Offer4,Two-Door Car,2651.615963,Medsize,Personal L3,Personal Auto,Branch,314.044227,9,56,No
AW86033,California,Suburban,College,M,Basic,Disabled,18287,Married,61,4,1,Offer1,Two-Door Car,2119.894333,Medsize,Personal L2,Personal Auto,Agent,292.8,6,56,No
LM79063,Arizona,Suburban,Doctor,F,Extended,Employed,76506,Divorced,89,0,8,Offer2,Two-Door Car,7155.471967,Small,Personal L3,Personal Auto,Call Center,427.2,35,65,No
NB30963,California,Rural,High School or Below,M,Extended,Employed,41859,Married,76,0,5,Offer1,Two-Door Car,5994.226432,Large,Personal L3,Personal Auto,Agent,166.1306,18,58,No
AO40386,Oregon,Suburban,College,M,Extended,Retired,27504,Divorced,91,0,2,Offer2,Four-Door Car,22647.21772,Small,Personal L2,Personal Auto,Branch,436.8,26,45,No
BN74259,Arizona,Suburban,High School or Below,M,Basic,Employed,45360,Divorced,73,0,1,Offer2,Four-Door Car,2833.797966,Medsize,Corporate L1,Corporate Auto,Branch,350.4,16,71,No
XV69290,California,Suburban,College,M,Extended,Employed,49078,Single,97,0,2,Offer2,Four-Door Car,22332.43946,Medsize,Corporate L2,Corporate Auto,Branch,484.013411,10,3,Yes
RE97741,California,Suburban,High School or Below,M,Extended,Unemployed,0,Single,90,2,6,Offer2,Four-Door Car,5846.41534,Medsize,Personal L1,Personal Auto,Agent,648,16,66,No
HN69035,Arizona,Rural,College,F,Basic,Employed,91810,Married,71,0,1,Offer3,Four-Door Car,2867.211836,Medsize,Corporate L2,Corporate Auto,Web,165.520952,27,43,No
SI48717,Oregon,Suburban,College,M,Extended,Employed,70600,Divorced,122,1,2,Offer2,SUV,14435.66453,Medsize,Personal L3,Personal Auto,Call Center,636.982333,26,5,No
PJ67250,Arizona,Suburban,College,F,Extended,Employed,33554,Married,131,0,1,Offer1,SUV,5237.477743,Medsize,Special L2,Special Auto,Agent,934.656068,25,36,No
SH85263,California,Urban,Bachelor,M,Basic,Employed,77642,Married,64,0,2,Offer1,Two-Door Car,7710.912153,Large,Personal L3,Personal Auto,Branch,282.146354,20,14,No
WV37081,California,Urban,College,M,Basic,Employed,25963,Married,66,0,9,Offer2,Four-Door Car,5158.576449,Medsize,Personal L3,Personal Auto,Web,298.954932,11,35,No
No61408,California,Suburban,Bachelor,F,Extended,Employed,57452,Married,136,1,1,Offer1,SUV,5414.897604,Large,Personal L1,Personal Auto,Branch,652.8,25,10,No
DE91458,Washington,Suburban,Master,F,Extended,Unemployed,0,Married,77,0,1,Offer2,Four-Door Car,2903.749709,Medsize,Personal L3,Personal Auto,Web,491.66348,15,89,No
EP83939,Arizona,Rural,High School or Below,M,Basic,Employed,91416,Married,69,0,5,Offer2,Four-Door Car,5575.751228,Medsize,Personal L3,Personal Auto,Call Center,109.904496,4,39,No
IU17657,California,Suburban,Bachelor,M,Basic,Disabled,22000,Married,69,0,1,Offer2,Two-Door Car,2616.409509,Medsize,Personal L3,Personal Auto,Web,383.224514,27,36,No
EO95166,Oregon,Urban,Bachelor,M,Premium,Employed,41167,Divorced,118,0,1,Offer1,Four-Door Car,4617.838205,Large,Personal L2,Personal Auto,Branch,554.957693,16,4,No
KX79225,Oregon,Suburban,High School or Below,M,Basic,Unemployed,0,Single,70,0,2,Offer1,Four-Door Car,20123.86854,Small,Personal L2,Personal Auto,Call Center,504,18,23,No
EZ60033,California,Suburban,Bachelor,F,Extended,Unemployed,0,Married,86,0,1,Offer1,Four-Door Car,3200.795405,Small,Corporate L2,Corporate Auto,Branch,412.8,8,37,No
KK58047,Oregon,Suburban,College,M,Basic,Employed,53944,Married,71,0,2,Offer2,Two-Door Car,8583.854913,Medsize,Personal L3,Personal Auto,Web,340.8,13,20,No
JW62354,Nevada,Rural,College,F,Basic,Employed,75648,Married,108,0,1,Offer2,SUV,4349.30875,Large,Personal L1,Personal Auto,Branch,112.660916,28,10,Yes
TT18939,California,Rural,Bachelor,M,Basic,Medical Leave,29414,Divorced,64,0,3,Offer3,Four-Door Car,4729.593583,Medsize,Personal L2,Personal Auto,Branch,71.303109,2,32,No
IJ21010,Arizona,Suburban,Bachelor,F,Extended,Employed,48567,Single,130,0,1,Offer2,SUV,5015.009472,Medsize,Personal L2,Personal Auto,Agent,624,12,15,Yes
